generator,attack,target_id,ground_truth,raw_score,binary_prediction,threshold
privbayes,ShadowModelling(RandomQueries),12435,1,0.61,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.54,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.69,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.26,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.44,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.38,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.46,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.45,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.32,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.69,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.3,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.65,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.63,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.61,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.54,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.49,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.3,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.4,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.49,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.25,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.32,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.36,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.47,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.33,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.45,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.38,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.48,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.42,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.27,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.67,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.48,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.26,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.49,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.55,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.46,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.66,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.59,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.36,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.58,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.23,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.58,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.57,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.68,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.28,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.47,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.52,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.68,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.45,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.71,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.43,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.51,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.59,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.7,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.28,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.32,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.52,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.56,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.57,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.36,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.75,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.41,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.41,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.47,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.3,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.31,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.48,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.61,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.62,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.55,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.46,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.5,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.6,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.49,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.38,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.61,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.45,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.5,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.44,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.58,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.37,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.77,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.65,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.48,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.6,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.43,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.68,1,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.32,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.4,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,1,0.2,0,0.5
privbayes,ShadowModelling(RandomQueries),12435,0,0.58,1,0.5
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.002,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,1,0.0,0,inf
privbayes,"LocalNeighbourhood(L_2, 0.250411558405805, accuracy)",12435,0,0.0,0,inf
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.26326972726778,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.2745025285864,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-85.12196559142566,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.10638217100912,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-85.80474031558356,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.05049049674774,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.3228819742569,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.08451668512636,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.72256394340764,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.1424453591156,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-85.93677599217007,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.32656669100722,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.5846636669564,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.50829260794374,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.0029525220964,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.91811798318852,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.10481200104506,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.57802998032783,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.81956286769626,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.58502117775153,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.6177789850942,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.82947675748937,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.44170896642356,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.52137295435216,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-85.30442210821693,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.16179095600702,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.08254842251299,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.75394474248101,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.17554550459187,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.21829817393902,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.55071756246072,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.39262071628647,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.32183768651176,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.58910915821069,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.59385106476708,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.58614847880918,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-84.87439987757894,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.9545536069711,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.44910651542486,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.73978012155062,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.43549635589483,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.04983539638876,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.95817653890963,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.56512098684915,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.44755506709527,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.1095803706237,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.26586842543637,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-85.71906802245158,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-87.35400848729446,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.38445426444227,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-85.71367571796365,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.26138261453912,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.72753145305028,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-86.02277366380119,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-85.61103382938711,1,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,0,-87.4353743296087,0,-87.03723456792174
privbayes,ProbabilityEstimation(KernelDensity()),12435,1,-86.98310997298375,1,-87.03723456792174
